full_text,Anger,Anticipation,Disgust,fear,joy,optimism,pessimism,sad,surprise,trust,neutral,ProG,AntiG,opinion
"Had a detailed meeting with former Prime Minister Shri. @H_D_Devegowda &amp; discussed about campaign strategies for the upcoming #LokSabhaElections2019. 

Shri. @NHSgauribidanur &amp; Shri. @MLAVenkateshDBR were also present. https://t.co/Ktdpbcb7Tw",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"I will be filing the nomination as the candidate for Chikkaballapur #LokSabha constituency on 25th of March at 10:30 A.M. I request all the leaders, party workers &amp; well-wishers to come in huge numbers to show the support.
#PragatiyaParva
#LokSabhaElections2019 https://t.co/wmRDQq9i6n",0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Glimpses of #roadshow campaigning for #LoksabhaElections2019 held at Godur, Ibrahimpatnam mandal, Korutla Constituency. Accompanied by MLA Vidyasagar Rao Garu. 

#JaiTelangana #MissionTRS16 #BestCMKCR #VoteforCar https://t.co/IH78wOUxUk",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Retired Hurt.
:)
But better than GR Singh c RJD b Kanhaiya.

Waise abhi bowling shuru bhi nahin hui. Pitch report se pehle bhaag gaye?
#Kanhaiya4Begusarai https://t.co/ro1j63j6az",0,0,0,0,0,1,0,1,0,0,0,0,0,0
"#IndiaElects #LokSabhaElections2019
Here's a quick look at where the BJP star campaigner is most popular and where he faces an uphill task.
(By @PoulomiMSaha)
https://t.co/pqhf86oG6D",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Voter Helpline to make it easy for the Voters to get authentic information pertaining to their voter registration. Dial 1950.

#FestivalOfDemocracy 
#NoVoterToBeLeftBehind https://t.co/9scMXOpuWL",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Haryana becomes the first state in the country to print catchy slogans on the admit cards to reach out to the first-time voters. 
#LokSabhaElections2019 

https://t.co/zpGhqUpZee",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"People can call at the toll-free helpline number: 1950 and ask questions about the electoral roll.

The helpline had been set up as per the directions of the Election Commission in the light of the Lok Sabha elections.  

#FestivalOfDemocracy 
#NoVoterToBeLeftBehind https://t.co/mE3EFqSCHR",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"The seasoned, most politically astute political leader Sharad Pawar has spoken. He believes BJP will emerge to be the single largest party in #LokSabhaElections2019. 

And mind you, you can love him or hate him, but you can't challenge his political acumen!

#PhirEkBaarModiSarkar https://t.co/YqPbd4EokZ",0,0,0,0,0,1,0,0,0,0,0,1,0,1
"FROM THE MAGAZINE | India's Chankyas: Who advise Devendra Fadnavis? Meet the men who run the Maharashtra CM's war room.
@Dev_Fadnavis @KetanPathakLive @kdhavse @_PriyaKhan 

#LokSabhaElections2019 #ElectionsOutlook
https://t.co/Pf99cf5fVk",0,0,0,0,0,0,0,0,0,0,1,0,0,0
".@BJP4India president @AmitShah and PM @narendramodi are said to have personally handpicked @Tejasvi_Surya as the candidate for the seat that the BJP hasn’t lost since 1991. Here's why! 
@anusharavi10  #ElectionWithTNIE
#LokSabhaElections2019 
https://t.co/8zAr0WOOBd",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tejasvi Surya: Tejaswini ji (wife of late Union minister Ananth Kumar) has given me her blessings, she has also instructed all the karyakartas who were anticipating her candidature, that the party's decision is the foremost decision &amp; we all have to respect it. https://t.co/YteKjcyWxd",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Lies and hypes Exposed! ""Enrollment, pass percentage and quality of education declined in Delhi government schools under Arvind Kejriwal government""- says a survey report!  
#LokSabhaElections2019 
https://t.co/sLbQxpGdtx",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Election campaign rolls on at Diamond Harbour LS Constituency in support of LF nominated CPIM candidate Comrade Fuad Halim. Defeat BJP-TMC, elect Left and ensure Secular Govt at the Center. 
#Vote4Left 
#LokSabhaElections2019 https://t.co/ZN7n9yR2PI",0,0,0,0,0,0,0,0,0,0,0,0,1,1
"#NewsAlert | YSRCP files complaint with EC, says PSP candidates have similar names as their leaders. The party adds that PSP is doing this on purpose to confuse the voters. | @RishikaSadam with more details | #BattleOf2019 https://t.co/Yaa7Qxttkr",0,0,0,0,0,0,1,0,0,0,0,0,0,0
#Chhattisgarh Chief Minister #BhupeshBaghel claimed that #PMModi’s regime was a “big let-down” for people who have now great expectations from the #Congress. #LokSabhaElection2019 https://t.co/lMp6lWczkK,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Frankly speaking @BJP4India leaders have taken the politics of this Nation to the curs. Never before have the Nation witnessed such distasteful and unsavoury discourse. By maligning @RahulGandhi they have proved how threatened they are by him. https://t.co/6Lyyl5vOgf,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"#IndiaElects
BJP’s @Tejasvi_Surya LIVE on India Today. BJP fielded him for the prestigious constituency of Bengaluru South.
#Countdown Live: https://t.co/4fqxBVUizL https://t.co/QGiMkhNu3k",0,0,0,0,0,0,0,0,0,0,1,0,0,0
J&amp;K: EC has organized a training program for around 1800 Presiding Officers &amp; Polling Staff in Doda district from 25 Mar to 1 Apr for #LokSabhaElections2019. Training session includes videos demonstrating duties of polling personnel &amp; hands-on training on use of EVMs &amp; VVPATs https://t.co/6wOQhlWgMR,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Extremely elated to know that the next election will be completely disabled friendly.
Dear future MPs, if no agenda for pwd, no vote. This miniscule % of population has always been observant &amp; will cast their vote now. Watch out
Thank you Election commission 4 creating awareness https://t.co/A8R77taBGX",0,0,0,0,0,1,0,0,0,1,0,0,0,0
"With the #RashtriyaJanataDal and #IndianNationalCongress sealing the alliance in Bihar, the #NDA, feted for declaring the seats early, is in for some jitters. #LokSabhaElection2019 https://t.co/G5P1IoTlEP",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"On 27 March, 11 am, CPJ's India Correspondent @KunalMajumder will be meeting local journalists in Guwahati, Assam to discuss and distribute CPJ's Election Safety kit. If you are around, do drop by. https://t.co/HJmO3ZiBYf #PressFreedom #LokSabhaElections2019 #India https://t.co/OXstCKmaD1",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Lal Krishna Advani the founder member of #BJP has been dropped from contesting #LokSabhaElections2019 . 

Should #Advani contest as Independent Candidate ? 

#SmritiForAmethi #BJPFirstList",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"#IndiaElects #LokSabhaElections2019
Where will the money come from for Rahul Gandhi's NYAY scheme? Congress' @SalmanSoz responds to @RahulKanwal.
Watch #ElectionNewsTrack LIVE : https://t.co/4fqxBVUizL https://t.co/tOU3ZrNR1w",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Also, BJP program is for farmers... Cong is promising it to anyone who earns less than 12k.
Who is cashing in?? 😀🤷‍♀️
#GeneralElections2019
#LokSabhaElections2019 https://t.co/Qh81XKxv0U",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Joined HCM @sarbanandsonwal and @BJP4Assam karyakartas at Jorhat for filing nominations of Sri Topon Gogoi for the Jorhat #LokSabha2019 seat. My best wishes for his definite victory in the #LokSabhaElections2019 

#AbkiBaarPhirModiSarkar https://t.co/iKuUOwZ2qH",0,0,0,0,0,1,0,0,0,0,0,0,0,0
#ArmedForces constantly ensure security of India. Their action speaks beyond rhetoric. Their voting in #GeneralElections2019 will also matter a lot. #DeshKaMahaत्यौहार #ElectionCommissionOfIndia #NoVoterToBeLeftBehind #LokSabhaElections2019⁠ ⁠ @ECISVEEP https://t.co/EV775H1cAv,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Poster war in UP’s #Amethi &amp; Ayodhya.

One welcomes @priyankagandhi , other taks a swipe at her.

High decibel campaign begins.

#LokSabhaElection2019 #LokSabhaElections2019⁠ ⁠ https://t.co/OtPNeEpFr8",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"#Congress president #RahulGandhi has announced that 20 per cent families belonging to the poorest category will be given Rs 72,000 each annually as minimum income if his party comes to power. #LokSabhaElections2019 https://t.co/GBNK3Y81dC",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"I continue to enjoy the faith of BJP Karyakartas and senior leaders including blessings of BJP National President @AmitShah ji.
#LokSabhaElections2019 
#PhirEkBaarModiSarkar",0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Shatrughan Sinha, a two-term sitting MP from Patna Sahib slammed the #BJP for doubting the feasibility of the proposed scheme.

#LokSabhaElections2019
https://t.co/Oo8qklGFgC",1,0,0,0,0,0,0,0,0,0,0,0,1,1
And where will the money come from? New taxes? Since Congress has promised to lower #GST it has to be by way of new taxes. We are talking Rs 4 lakh crore here. More as everybody will queue up to be declared 'poorest'. Good luck #India #LokSabhaElections2019 https://t.co/PM668ubuO5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"See , what a Goan friend has to say about Goa Tourism n Perception about India in the world under PM Modi n BJP rule ... Sad.
#LokSabhaElections2019 https://t.co/ii3H1KHKqy",0,0,0,0,0,0,1,1,0,0,0,0,0,1
"The massive turnout while filing nomination of Shri Topon Kumar Gogoi as #LokSabhaElections2019 candidate from Jorhat once again reflects the mood of the people in favour of the @BJP4India.  

#PhirEkBaarModiSarkar https://t.co/gFGXxoDJx0",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5 crore families and 25 crore people will directly benefit from this scheme. All calculations have been done. There is no such scheme anywhere else in the world: @RahulGandhi 

#ElectionsWithTimes 
#LokSabhaElections2019 https://t.co/QSF2Y0it6o",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"According to sources in the BJP, the main factor that worked in favour of Tejasvi, known as a “firebrand speaker”, was that the party was looking for fresh faces.  #LokSabhaElections2019 
https://t.co/yFhaFYgLHd",0,0,0,0,0,0,0,0,0,0,0,0,0,1
There is good reason why politicians should retire at 75. An old poster that came up in Kanpur. But reflects current mood. To lose your deposit at age 85 is not a very edifying prospect. #LokSabhaElections2019 https://t.co/tv3bq7i0Bc,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"#LokSabhaElections2019 : BJP Asks Murli Manohar Joshi Not to Contest 2019 Elections @BJP4India @AamAadmiParty @yadavakhilesh @LambaAlka @Radhika_Khera @pankhuripathak @jarariya91 @preeti_chobey @ArvindKejriwal 
https://t.co/UAkJRn58zY",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"The Election Commission of India initiated IT App for ""Persons with Disabilities (PwDs) registration. 224000 (PwDs) in state to avail the app making it #AccessibleElections for them. 
App highlights -Voter registration, Apply for Wheel chair &amp; booth info.
#LokSabhaElections2019 https://t.co/UjLe7iWhdT",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Congratulations to all the @INCWestBengal candidates for the upcoming #LokSabhaElections2019.
Its time to give your best and reach out to the masses with the message and ideology of @INCIndia and CP @RahulGandhi. https://t.co/j3rwkSWgPI",0,0,0,0,0,1,0,0,0,1,0,0,1,1
#BJP has released a list of star campaigners for #LokSabhaElection2019 for UP. Names of LK Advani and Murli Manohar Joshi are missing from the list of 40 star campaigners  https://t.co/71i3R1fEaL,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"@sanjayuvacha @kirti_sd When you vote this time India, do not forget the state enabled rapes &amp; massacres of Muslims in 2002 and that of Sikhs in 1984. Let's clean out these parties once and for all! #Election2019. https://t.co/Lvx87pfFip",1,0,0,0,0,1,0,0,0,0,0,0,0,0
"After #Odisha CM Shri @Naveen_Odisha , @MamataOfficial joins the league to have more representation of women in #LokSabhaElections2019. Women Empowerment = Nation's Empowerment. https://t.co/2fdcS8RJqg",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Rahul Gandhi runs to Wayanad! 

Fearing a landslide loss against Smt. @smritiirani, @RahulGandhi seeks a seat from probably the most safest of the lot Congress has in India - Wayanad. https://t.co/joYxqjSDky",0,0,0,1,0,0,0,0,0,0,0,0,0,1
"Heartfelt congratulations to Sri @krishnabgowda on being selected as Congress Party Candidate for the 2019 Lok Sabha Elections of BNG North

We wish you a great victory and Success in the political Journey.

#KarnatakaCongress #LokSabhaElections2019 #ಕರ್ನಾಟಕದ_ಪ್ರಗತಿಗಾಗಿ_ಕಾಂಗ್ರೆಸ್ https://t.co/2dPZDcK51y",0,0,0,0,0,1,0,0,0,1,0,0,0,1
"#SupremeCourt  Asks #ElectionCommission To Increase #VVPAT Machine In Polls @ECofIndia @LambaAlka @AnandSharmaINC @SharmaKhemchand @SureshNakhua @Radhika_Khera @pankhuripathak @ArvindKejriwal @AamAadmiParty @AAPInNews @jarariya91 @preeti_chobey @pravchak 
https://t.co/tEwH7SQLjO",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Who is Remya Haridas, seen as handpicked by Rahul Gandhi to contest in #LokSabhaElections2019 from Kerala's Alathur? If she wins, she would make history as Kerala's first Dalit woman MP https://t.co/HulWJyxN16",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"17 of the 42 candidates of Trinamool declared for #LokSabhaElections seats in Bengal are women. That’s 41%. Looking forward to the %ages of other parties, once all lists are out",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Pune is reflection of smart, progressive development of #NewIndia. @MinGirishBapat ji, the karyakartas and the people of Pune will stand united and grace in with a thunderous mandate in the upcoming #LokSabha2019 elections
 
#PhirEkbaarModiSarkar",0,0,0,0,0,1,0,0,0,0,0,1,0,0
".@News18India has shown the example of Yellow Journalism.

-Blindly believed in the allegations of surjewala ji. But ignored the video proofs shared by @KalrajMishra ji &amp; me.

-In article, hyperlinked my name with the news of Gurugram Violence.

Fall of Journalistic Standards. https://t.co/OozOkxenJb",1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Chaired series of meetings of LokSabha Prabharis, various Incharges, office bearers at VasantSmriti, BJP office in Dadar, Mumbai, since morning with State President Raosaheb Danve ji and other leaders.
#LokSabhaElection2019 https://t.co/K0oAgml0sC",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Over 90 per cent of first-time eligible voters are expected to vote in the upcoming elections, a #TwitterIndia survey revealed on Wednesday. #LokSabhaElection2019 https://t.co/IzGTHxCiD1",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"gradually spread to other parts of the country also. Motivating &amp; uplifting step to entitle women. Hope, wish &amp; pray that it’s a free, fair, decent &amp; healthy elections this time.
#LokSabhaElections2019
#WomenEmpowerment",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""First we need to worry about why people are so distressed and angry. There is a lot of agriculture distress. I believe that farm loan waivers are not the answers"", says former #RBI governor #RaghuramRajan. #LokSabhaElections2019 
https://t.co/4z9UVwl47x",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"While attacking the #BJP's top leadership in a series of tweets, the party's former spokesperson IP Singh also hailed #AkhileshYadav's candidature from Azamgarh and offered him his residence for use as his poll campaign office. #LokSabhaElection2019
https://t.co/dDtxt7xW1E",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Rahul Gandhi should have presented a white paper document on how he plans to implement the promised #MinimumIncomeGuarantee: @bejonmisra
#IndiaElects #GeneralElections2019
#ElectionNewsTrack Live https://t.co/4fqxBVUizL https://t.co/sTk0osNQ6G",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MLA Vidyasagar Rao Garu &amp; I continue with #roadshow campaigning at Vemulakurthi, Ibrahimpatnam mandal, Korutla Constituency for upcoming #LoksabhaElections2019. 

#MissionTRS16 #BestCMKCR #VoteforCar @Vidyasagarrao_K https://t.co/WypfaFaCBK",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Thank you very much @narendramodi @PMOIndia 

We pledge to help propagate #VoteKar in the true and highest values, traditions of journalism for public service and the betterment of our great nation. https://t.co/Uam5psOvtx",0,0,0,0,0,1,0,0,0,1,0,1,0,0
"EC appointed four special observers to spearhead its efforts to check the abuse of black money and illegal inducements to voters.
#IndiaElects
https://t.co/4xBN6Ll7bf",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Hi everyone, #Elections2019 are here. Every vote counts, every voice is important. I urge you all to contribute in spreading word about Telugu Desam. Development of #SunriseAP under @ncbn Garu must continue. మళ్ళీ నువ్వే రావాలి. #JaiTDP #JaiHoSrikakulam

https://t.co/cXZUZrrgtx",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"An honest &amp; capable officer who was hounded by the goons running BJD &amp; Odisha govt with false allegations, bcz he would not turn a blind eye to illegal activities.
Succeeded in denying him a high national post before HC &amp; SC exonerated him.
Time for him to shine in politics🙏🙏🙏 https://t.co/sE4pDtzQL7",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"If Congress comes to power, 6% of GDP of the country will be allocated to educate women in educational capacity in the country.
@RahulGandhi
#RahulForBehtarBharat 
#LokSabhaElections2019",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"अमीरों की सुनो वो तुम्हारी सुनेगा.
👇
तुम हजारों करोड़ों का ठेका/कर्ज दोगे,
वो सौ करोड़ पार्टी फण्ड/बक्षीश देगा.

#Rafel #Airports #Mines 
#BJP
#NarenderModi #NiravModi #LalitModi #MehulChoksi #VijayMallaya #ChokidarChorHai 
#LokSabhaElections2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Addressing #roadshow campaigning at Vemulawada town, Vemulawada Constituency. Along with @Eatala_Rajender #MLARameshBabu Garu .I appeal to support TRS party &amp; #VoteforCar. 
#MissionTRS16 #LoksabhaElections2019⁠ ⁠⁠ ⁠ https://t.co/LyDKyH951I",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Most Indians are happy with the direction of the country and economic prospects for the next generation, a Pew survey published weeks ahead of #Elections2019. Do you agree?

#LokSabhaElections2019 https://t.co/yATHLqP8iU",0,0,0,0,0,0,0,1,0,0,0,0,0,0
Congress General Secretary #PriyankaGandhi launched her three-day #LokSabhaElection2019 campaign by taking a boat ride on the Ganga river. She accused #ModiGovt of slapping sedition charges against dissenters https://t.co/98eiudQWM7,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Former Chief Minister #omarAbdullah alleged on Monday that officers of #JammuAndKashmir favouring early #AssemblyElections2019 were being harassed by a lobby of senior officers who oppose such a move https://t.co/3hWC7FPWJT,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Indians were taken for a ride in 2014. A clear majority realises that. They must vote with caution for a force that can restore India’s place in the world and fix the perilous situation the country is in. #LokSabhaElections2019 #ChowkidarChorHai @be_tatha https://t.co/pggKeeBz7x,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"#MustVote appeal to all the electorate from @abpnewshindi @abpnewstv team !!! इस बार वोट ज़रूर डालें ... वोट करें, जम कर करें, बगैर डरे करें... और सोच समझकर करें !! #वोट_करें #VoteKar https://t.co/7dUFMhCTE9",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"#NewsAlert -- Anytime now, PM @narendramodi to address the nation with an 'important message'. | #BattleOf2019 #ElectionsWithNews18 

Follow LIVE UPDATES here: https://t.co/njGyhgGp5Z https://t.co/hbEntt292a",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"क्या किसी ने सोचा था !
छोटे से छोटा व्यापारी और दुकानदार भी #BHIM App और rupay डेबिट कार्ड का इस्तेमाल करेंगे ?
#मोदी_हैं_तो_मुमकिन_हैं ।
#RahulCheatsPoor #BJPVijaySankalp #MainBhiChowkidar #LokSabhaElections2019 #ModiHaiToMumkinHai
#WednesdayMotivation
#ApnaVoteSahiHathMeDijiye https://t.co/FHb8rEYGUG",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Around 5 crore BPL families will benefit from #Congress poll promise of Minimum Income Guarantee scheme, says former Union Finance Minister @PChidambaram_IN in Chennai. #LokSabhaElections2019 #TamilNadu #MinimumIncomeGuarantee | @DeccanHerald",0,0,0,0,0,0,0,0,0,0,1,0,1,0
"ଅଧର୍ମ ଓ ଅହଂକାର ବିରୋଧରେ ମୋର ଲଢେଇ । ହେଲେ, କୌଣସି ନିର୍ବାଚନ ମୁଁ ଲଢିବି ନାହିଁ, ଯଦି ମତେ ପ୍ରାର୍ଥୀ କରିବେ ତେବେ ବିଚାର କରାଯିବ : ସୁବାସ ଚୌହ୍ୱାନ #ElectionWithKanakNews #Election2019 #BJD #NaveenPatnaik #SubashChouhan https://t.co/0nmVyVzvbX",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Must read this .... 
""बहुत हुई #भ्र्ष्टाचार की मार,
अब ना आये मोदी सरकार"".

After @VijayGoelBJP now @ManojTiwariMP is forced by public to accept openly the corruption in MCD under BJP rule. This will be one of the big reason behind BJP losing in this #LokSabhaElections2019 https://t.co/pdvYHGYkEK",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""We accept that there will be challenges, and we will overcome these challenges"": P Chidambaram on Congress's minimum income guarantee poll promise

Watch now on https://t.co/Fbzw6mR9Q5 and NDTV 24x7

#ElectionsWithNDTV #LokSabhaElections2019 https://t.co/8bLGaHe3TJ",0,0,0,0,0,1,0,0,0,0,0,0,1,1
"First time
in the History of India
Remarkable Initiative by
#ElectionCommissionofIndia in
#LokSabhaElections2019
This time
polling booths will be
facilitated with
1. Wheelchair
2. Ramps
3. Braille language
And
many more
#MyVoteMatters
#GoVote
हर मत हो शामिल!

Jai Hind https://t.co/v34fRxDdtm",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Every #vote counts. Register yourself if your name isn't there on the rolls yet with this link https://t.co/ndsw9cSswd 

#TN100percent #LokSabhaElections2019 https://t.co/vItFGo6JSj",0,1,0,0,0,0,0,0,0,0,1,0,0,0
"When it comes to fulfilling the aspirations of the people, KCR is the best and nobody can beat him.  #BestCMKCR 
Congratulations Sir @TelanganaCMO https://t.co/lLfkLYbBaL",0,0,0,0,0,0,0,0,0,1,0,0,0,1
Every vote matters for a democracy. #NRIs can enroll as an overseas elector on https://t.co/8RsI4wCrME and cast their vote in the #GeneralElections2019. #DeshKaMahaत्यौहार #ElectionCommissionOfIndia #NoVoterToBeLeftBehind #LokSabhaElections2019 @ECISVEEP  https://t.co/rBZEclDAko,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Warmest greetings to Smt. @smritiirani ji on her birthday. I pray for your good health and long life in service to the nation. 

All the very best for #LokSabhaElections2019. May all success be yours!",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Door to door campaign in full swing at North Kolkata  LS constituency in support of LF nominated CPIM candidate Comrade Kaninika Basu. Defeat BJP-TMC, elect Left and ensure Secular Govt at the Center. #Vote4Left
#LokSabhaElection2019 https://t.co/Cbn1re6vrx",0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Addressing #roadshow campaigning with MLA Shakeel Garu at Satapur Village, Renzal Mandal, Bodhan Constituency. I appeal to support TRS party &amp; #VoteforCar. 

#MissionTRS16 #BestCMKCR #LoksabhaElections2019 https://t.co/22exbqp6T5",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Defeat the BJP alliance

Increase the strength of the CPI(M) and the Left in the Lok Sabha; and

Ensure that an alternative secular government is formed at the Centre.

#Vote4Left
#LokSabhaElection2019 https://t.co/Pjn6tGNRdo",0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Report card: Markets may have failed to sizzle in 5 years of NDA govt

Indices delivered annual returns of 9.2% — below what they did during the two UPA govts, write @samiemodak &amp; @sethusundar89

#LokSabhaElections2019 #ElectionsWithBS #StockMarket

https://t.co/2T8OS8sQQu",0,0,0,0,0,0,0,0,0,0,0,0,1,1
"West Bengal BJP leader Arjun Singh, the former four-time Trinamool MLA from Bhatpara, switched to the BJP earlier this month.
#IndiaElects 
https://t.co/JmwsfWcC2t",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"#ElectionsWithMC | Congress wants a 'contract PM', but the country wants a 'perfect PM' like @NarendraModi: Senior BJP leader @NaqviMukhtar

#Elections2019 #LokSabhaElections2019 

https://t.co/JFDsgT6L1u",0,0,0,0,0,0,0,0,0,0,0,1,0,1
"CM @Naveen_Odisha announced historic decision of #Odisha to send 33% #women to #Parliament in ensuing #elections2019. #BijuBabu pioneered 33% reservation for women in PRIs &amp; later increased to 50%, will lead the way for #WomenEmpowerment in India #OneThirdWomenSansadFromOdisha https://t.co/HZDcXBUeJu",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Along with @TripuraPMC members, we all gathered to support Subal Bhowmik, Candidate from West Tripura, to file nomination for Lok Sabha Seat.
Congress Zindabad!

#LokSabhaElections2019 
@MahilaCongress @sushmitadevmp @INCTripura @PradyotManikya @TripuraPMC @TripuraZaidami https://t.co/aCsVe9f1YE",0,0,0,0,0,1,0,0,0,0,0,0,1,1
List of @BJP4India candidates for ensuing General Elections to the Parliamentary Constituencies of different states finalised by #BJP CEC. #LokSabhaElections2019 @ArunSinghbjp https://t.co/3FaIvGwlpY,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"EC writes to Ministry of Railways &amp; Ministry of Civil Aviation, asking them why have the pictures of #PMModi not been removed from rail tickets &amp; Air India boarding passes even after Model Code of Conduct has come into effect #LokSabhaElection2019 https://t.co/RwxaFA5X8F",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Hundreds of @NCPspeaks Karyakartas gathered to show their support towards Shri. Nana Panchbuddhe ji, as he filed his nomination from Bhandara-Gondia constituency today. 

#NCP2019 #LokSabhaElections2019 @NCPspeaks @INCIndia @IYC https://t.co/4Xu4kDMimO",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"""This couldn't have been implemented 20 years ago... We believe India has the capacity to implement this programme"": P Chidambaram on Congress's minimum income guarantee scheme ""NYAY""

Watch now on https://t.co/Fbzw6mR9Q5 and NDTV 24x7
#ElectionsWithNDTV #LokSabhaElections2019 https://t.co/JTTciyNVi3",0,0,0,0,0,0,0,0,0,0,0,0,1,1
"#IndiaElects #LokSabhaElections2019
Tejasvi played an active role in PM Narendra Modi's 2014 Lok Sabha elections campaign by organising and addressing public meetings across the country.
(@nagarjund)
https://t.co/y6Rda3AyOF",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"🙏Vanakkam @INCPuducherry Family,
Looking forward to meet &amp; interact with you to take forward our preparations for #LokSabhaElections2019 to accomplish Our Mission : @RahulGandhi Next PM.
Vazhga #Congress Velgha #Congress

@MWasnik_INC @kcvenugopalmp
@VNarayanasami @ANamassivayam https://t.co/h9s5nHp4ue",0,0,0,0,0,0,1,0,0,0,0,0,1,1
"Dear #ElectionCommission, 

Only one party politicised the air strikes

Only one party counted the seats they would win over the sacrifice of our martyrs

That party is https://t.co/PvJqyBtqIh them out for it instead of putting out a generalised statement! https://t.co/mfMDW8pLhx",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Akhilesh Yadav hits out at  BJP for not fielding senior leaders like Murli Manohar Joshi in the Lok Sabha polls
#IndiaElects #LokSabhaElections2019 https://t.co/3HKUYPhquo",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"FROM THE MAGAZINE | India's Chankyas: A management professional, a journalist and an NGO expert - why Devendra Fadnavis trusts them
@Dev_Fadnavis @KetanPathakLive @kdhavse @_PriyaKhan 
#LokSabhaElections2019 #ElectionsOutlook
https://t.co/Pf99ceNEwK",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"#IndiaElects: Five lakh lose jobs in a year in Tamil Nadu. Watch this report on job loss from the state.
(@Akshayanath)
#NewsToday with @sardesairajdeep LIVE: https://t.co/4fqxBVUizL https://t.co/V4lpVd5Fz7",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"#Decision2019 | With the BJP deciding not to field  LK Advani and Murli Manohar Joshi, will it affect the party candidates contesting from their seats?

#LokSabhaElections2019 #Poll

Read more: https://t.co/d59s1DL7fF",0,0,0,0,0,0,0,0,0,0,1,0,0,0
